"1025376256","1025507327","TW","TWN","TAIWAN"
"1025507328","1026293759","KR","KOR","REPUBLIC OF KOREA"
"1026293760","1026326527","JP","JPN","JAPAN"
"1026326528","1026342911","AU","AUS","AUSTRALIA"
"1026342912","1026355199","JP","JPN","JAPAN"
"1026355200","1026359295","AU","AUS","AUSTRALIA"
"1026359296","1026392063","JP","JPN","JAPAN"
"1026392064","1026424831","AU","AUS","AUSTRALIA"
"1026424832","1026490367","JP","JPN","JAPAN"
"1026490368","1026555903","AU","AUS","AUSTRALIA"
"1026555904","1027080191","CN","CHN","CHINA"
"1027080192","1027458879","TW","TWN","TAIWAN"
"1027458880","1027458943","IN","IND","INDIA"
"1027458944","1027866623","TW","TWN","TAIWAN"
"1027866624","1027997695","AU","AUS","AUSTRALIA"
"1027997696","1028128767","TW","TWN","TAIWAN"
"1028128768","1029046271","KR","KOR","REPUBLIC OF KOREA"
"1029046272","1029128191","JP","JPN","JAPAN"
"1029128192","1029439487","AU","AUS","AUSTRALIA"
"1029439488","1029570559","HK","HKG","HONG KONG"
"1029570560","1029636095","ID","IDN","INDONESIA"
"1029636096","1029668863","AU","AUS","AUSTRALIA"
"1029668864","1029701631","IN","IND","INDIA"
"1029701632","1030750207","KR","KOR","REPUBLIC OF KOREA"
"1030750208","1031798783","JP","JPN","JAPAN"
"1031798784","1033982787","CN","CHN","CHINA"
"1033982788","1033982788","FR","FRA","FRANCE"
"1033982789","1034001207","CN","CHN","CHINA"
"1034001208","1034001215","FR","FRA","FRANCE"
"1034001216","1035993087","CN","CHN","CHINA"
"1035993088","1037565951","JP","JPN","JAPAN"
"1037565952","1038614527","TW","TWN","TAIWAN"
"1038614528","1039007743","CN","CHN","CHINA"
"1039007744","1039138815","HK","HKG","HONG KONG"
"1039138816","1039400959","CN","CHN","CHINA"
"1039400960","1039654911","AU","AUS","AUSTRALIA"
"1039654912","1039663103","IN","IND","INDIA"
"1039663104","1040187391","KR","KOR","REPUBLIC OF KOREA"
"1040187392","1040252927","IL","ISR","ISRAEL"
"1040252928","1040318463","GR","GRC","GREECE"
"1040318464","1040383999","CH","CHE","SWITZERLAND"
"1040384000","1040389375","SA","SAU","SAUDI ARABIA"
"1040389376","1040389631","IR","IRN","ISLAMIC REPUBLIC OF IRAN"
"1040389632","1040389887","SA","SAU","SAUDI ARABIA"
"1040389888","1040390143","IR","IRN","ISLAMIC REPUBLIC OF IRAN"
"1040390144","1040391935","SA","SAU","SAUDI ARABIA"
"1040391936","1040392191","IR","IRN","ISLAMIC REPUBLIC OF IRAN"
"1040392192","1040394495","GB","GBR","UNITED KINGDOM"
"1040394496","1040400383","SA","SAU","SAUDI ARABIA"
"1040400384","1040416767","UK","GBR","UNITED KINGDOM"
"1040416768","1040424959","SE","SWE","SWEDEN"
"1040424960","1040433151","PL","POL","POLAND"
"1040433152","1040449535","GB","GBR","UNITED KINGDOM"
